N-10
1.0003523   0.0316993
0.9499762   0.0442793
0.8996511   0.0550600
0.7990858   0.0736225
0.6985544   0.0909856
0.5981361   0.1043502
0.4977914   0.1151159
0.3976108   0.1200839
0.2975490   0.1208536
0.1976682   0.1152259
0.1478975   0.1064144
0.0982231   0.0942043
0.0734367   0.0863000
0.0487409   0.0751969
0.0241583   0.0600955
0.0119519   0.0495459
0.0000000   0.0300000
0.0128967   0.0161593
0.0255162   0.0121147
0.0506363   0.0082237
0.0756998   0.0063320
0.1007351   0.0054398
0.1507886   0.0042553
0.2007686   0.0056697
0.3007229   0.0086985
0.4006716   0.0119272
0.5006146   0.0153559
0.6005689   0.0183847
0.7005402   0.0208137
0.8005059   0.0234426
0.9004772   0.0258717
0.9504628   0.0270862
1.0004485   0.0283007
